RaceId,RaceName,CourseId,CourseName,Off,RaceType,Class,Pattern,RatingBand,AgeBand,SexRestriction,Distance,DistanceInFurlongs,DistanceInMeters,DistanceInYards,Going,Surface,HorseId,HorseName,JockeyId,JockeyName,TrainerId,TrainerName,Age,HeadGear,RaceCardNumber,StallNumber,Weight,WeightInPounds,FractionalOdds,DecimalOdds,OfficialRating,RacingPostRating,TopSpeedRating,ResultStatus,FinishingPosition,BeatenDistance,OverallBeatenDistance,RaceTime,RaceTimeInSeconds,ForecastFractionalOdds,ForecastDecimalOdds,DaysSinceLastRun,FormFigures,PrizeMoney,PrizeMoneyValue,CardOfficialRating,CardRacingPostRating,CardTopSpeedRating,OwnerId,OwnerName,SireName,SireCountry,DamName,HeadgearFirstTime,GeldingFirstTime,WindSurgery,TrainerRtf,JockeyAllowanceLbs,JockeyFirstTime,NewTrainerRacesCount,CountryOfOrigin,Spotlight
924039,John Joseph Robson Memorial Handicap,80,Thirsk,08/01/2026 16:55:00,Other,Class 6,,0-65,3yo+,None,6f,6,1206,1320,Good,Turf,7499470,Fanjove right,102526,Jack Callan right,9036,Ed Dunlop right,3,p1,8,1,9-5,149,33/1,34,64,,,CompletedRace,7,14,20.25,00:01:14.2300000,74.23,10/1,11,37,2-4696,"£3,140",3140,64,69,29,150321,P C J Dalby & R D Schuster,Nando Parrado,GB,Company Jeed,True,False,,38,3,True,,IRE,"Both wins came on the AW last autumn; 1lb lower than for the latest, but he has beaten just one rival in four starts on turf; blinkers removed after one use and are replaced by cheekpieces."
924039,John Joseph Robson Memorial Handicap,80,Thirsk,08/01/2026 16:55:00,Other,Class 6,,0-65,3yo+,None,6f,6,1206,1320,Good,Turf,5845639,Mecca's Symphony right,90868,Connor Beasley right,5079,Michael Dods right,4,t,6,6,9-8,152,20/1,21,60,,,CompletedRace,8,1.25,21.5,00:01:14.4800000,74.48,12/1,13,43,37-020,"£3,140",3140,60,71,56,118394,David T J Metcalfe,Sergei Prokofiev,CAN,Anastazia,False,False,,35,,False,,GB,"0-9; 33-1 when second of 11 at Redcar (7f, good to firm; first-time tongue-tie) in May, but ran poorly over the same C&D the following month; has questions to answer back in trip; stable also runs Lord Abama."
924039,John Joseph Robson Memorial Handicap,80,Thirsk,08/01/2026 16:55:00,Other,Class 6,,0-65,3yo+,None,6f,6,1206,1320,Good,Turf,3158787,Khabib right,101189,Cian Horgan right,8273,Ray Craggs right,8,p,5,7,9-5,149,33/1,34,62,,,CompletedRace,9,0.75,22.25,00:01:14.6300000,74.63,20/1,21,46,420/98,"£3,140",3140,62,68,37,27497,Ray Craggs,Mehmas,IRE,Lady Mega,False,False,,100,5,True,2,IRE,"Well handicapped on old form, but has shown little in two starts since returning from a long absence in May; just 1-36 on turf and hard to fancy."
926067,Prix du Pays d'Auge - 8th Etape du Defi du Galop-G.Camprubi (Listed Race) (Turf),252,Clairefontaine (FR),08/01/2026 16:00:00,Other,,Listed,,4yo+,None,1m1f,9,1809,1980,Soft,Turf,7312311,Phineas right,84879,Maxime Guyon right,43260,A &amp; L Fabre right,4,,2,7,9-3,147,3/5F,1.6,110,,,CompletedRace,1,0,0,00:01:45.7000000,105.7,2/1,3,,113-11,"£20,696",20696,110,128,,59934,Wertheimer & Frere,Lope De Vega,IRE,Romanciere,False,False,,100,,False,1,GB,
926067,Prix du Pays d'Auge - 8th Etape du Defi du Galop-G.Camprubi (Listed Race) (Turf),252,Clairefontaine (FR),08/01/2026 16:00:00,Other,,Listed,,4yo+,None,1m1f,9,1809,1980,Soft,Turf,5964332,Stingray right,88642,Antoine Hamelin right,37618,Marcel Weiss right,5,,1,4,9-3,147,28/1,29,100,,,CompletedRace,2,3.5,3.5,00:01:46.5750000,106.575,12/1,13,,136-13,"£20,696",20696,100,119,,215093,Taxi4horses.com,Zarak,FR,Santa Luz,False,False,,,,True,,FR,
926067,Prix du Pays d'Auge - 8th Etape du Defi du Galop-G.Camprubi (Listed Race) (Turf),252,Clairefontaine (FR),08/01/2026 16:00:00,Other,,Listed,,4yo+,None,1m1f,9,1809,1980,Soft,Turf,6578003,Treble Tee right,75796,Christophe Soumillon right,37478,Simon &amp; Ed Crisford right,4,t,5,6,9-0,144,23/5,5.6,106,,,CompletedRace,3,2.5,6,00:01:47.2000000,107.2,7/2,4.5,37,167-51,"£20,696",20696,106,124,,350329,Michael Geoghegan Et Al,Persian King,IRE,Sefroua,False,False,,67,,True,,IRE,
926067,Prix du Pays d'Auge - 8th Etape du Defi du Galop-G.Camprubi (Listed Race) (Turf),252,Clairefontaine (FR),08/01/2026 16:00:00,Other,,Listed,,4yo+,None,1m1f,9,1809,1980,Soft,Turf,4996508,Mont De Soleil right,88520,Pierre-Charles Boudot right,26118,F-H Graffard right,6,t,3,5,9-0,144,39/10,4.9,104,,,CompletedRace,4,1,7,00:01:47.4500000,107.45,8/1,9,,1-4521,"£20,696",20696,104,124,,273841,Al Asayl France,Siyouni,FR,Kohinur,False,False,,80,,True,,IRE,
926067,Prix du Pays d'Auge - 8th Etape du Defi du Galop-G.Camprubi (Listed Race) (Turf),252,Clairefontaine (FR),08/01/2026 16:00:00,Other,,Listed,,4yo+,None,1m1f,9,1809,1980,Soft,Turf,4503563,Petit Marin right,92477,Sibylle Vogt right,37618,Marcel Weiss right,7,,6,1,9-0,144,118/10,12.8,109,,,CompletedRace,5,2,9,00:01:47.9500000,107.95,2/1,3,,0352-2,"£20,696",20696,109,128,,95815,Dirk Von Mitzlaff,Flamingo Fantasy,GER,Pongal,False,False,,,,False,,GER,
926067,Prix du Pays d'Auge - 8th Etape du Defi du Galop-G.Camprubi (Listed Race) (Turf),252,Clairefontaine (FR),08/01/2026 16:00:00,Other,,Listed,,4yo+,None,1m1f,9,1809,1980,Soft,Turf,6675534,Instant Fragile right,95774,Alexis Pouchin right,41805,Gerald Mosse right,4,,7,2,9-0,144,207/10,21.7,103,,,CompletedRace,6,0.75,9.75,00:01:48.1375000,108.1375,33/1,34,,617-29,"£20,696",20696,103,123,,82127,Jean-Claude Seroul,Sea The Moon,GER,Anazone,False,False,,100,,False,,FR,
926067,Prix du Pays d'Auge - 8th Etape du Defi du Galop-G.Camprubi (Listed Race) (Turf),252,Clairefontaine (FR),08/01/2026 16:00:00,Other,,Listed,,4yo+,None,1m1f,9,1809,1980,Soft,Turf,9259001,Discovery Day right,75499,Stephane Pasquier right,17873,F Zobal right,6,,4,3,9-0,144,32/1,33,,,,CompletedRace,7,1.25,11,00:01:48.4500000,108.45,33/1,34,,14-142,"£20,696",20696,,104,,269728,Vaclav Luka Sr,Dux Scholar,GB,Diredawa,False,False,,,,True,,CZE,
926068,Caen Tattoo Festival - Prix Luth Enchantee (Listed Race) (Fillies &amp; Mares) (Turf),252,Clairefontaine (FR),08/01/2026 16:35:00,Other,,Listed,,4yo+,Fillies,1m4f,12,2412,2640,Soft,Turf,8031297,Karla Jet right,78624,Ronan Thomas right,39600,C &amp; Y Lerner right,4,,1,8,9-0,144,27/10,3.7,99,,,CompletedRace,1,0,0,00:02:29.5000000,149.5,12/1,13,,6-8134,"£19,087",19087,99,115,,228373,Chevotel Racing,Le Havre,IRE,Karsabruni,False,False,,100,,False,,GB,
926068,Caen Tattoo Festival - Prix Luth Enchantee (Listed Race) (Fillies &amp; Mares) (Turf),252,Clairefontaine (FR),08/01/2026 16:35:00,Other,,Listed,,4yo+,Fillies,1m4f,12,2412,2640,Soft,Turf,6005898,Alla Stella right,75240,Jean-Bernard Eyquem right,67,Sir Mark Prescott Bt right,4,,7,6,9-0,144,22/5,5.4,99,,,CompletedRace,2,1,1,00:02:29.7500000,149.75,6/1,7,13,9/3652,"£19,087",19087,99,116,,7073,Miss K Rausing,Study Of Man,IRE,Alla Speranza,False,False,,73,,True,,GB,
926068,Caen Tattoo Festival - Prix Luth Enchantee (Listed Race) (Fillies &amp; Mares) (Turf),252,Clairefontaine (FR),08/01/2026 16:35:00,Other,,Listed,,4yo+,Fillies,1m4f,12,2412,2640,Soft,Turf,7771223,Mahiya right,95774,Alexis Pouchin right,43260,A &amp; L Fabre right,4,,3,4,9-0,144,126/10,13.6,97,,,CompletedRace,3,0.2,1.25,00:02:29.8125000,149.8125,16/1,17,,43-065,"£19,087",19087,97,114,,94907,Mme Andre Fabre,Sottsass,FR,Mahati,False,False,,100,,False,2,IRE,
926068,Caen Tattoo Festival - Prix Luth Enchantee (Listed Race) (Fillies &amp; Mares) (Turf),252,Clairefontaine (FR),08/01/2026 16:35:00,Other,,Listed,,4yo+,Fillies,1m4f,12,2412,2640,Soft,Turf,6645048,Desert Spring right,88850,Cristian Demuro right,36990,Mario Baratti right,4,p,2,5,9-0,144,26/5,6.2,97,,,CompletedRace,4,0.75,2,00:02:30,150,5/1,6,,16-443,"£19,087",19087,97,116,,370508,"Elliott Bloodstock, W Jackson-Stops & Monaughty Bloodstock",Oasis Dream,GB,Fly The Flag,False,False,,,,False,,GB,
926068,Caen Tattoo Festival - Prix Luth Enchantee (Listed Race) (Fillies &amp; Mares) (Turf),252,Clairefontaine (FR),08/01/2026 16:35:00,Other,,Listed,,4yo+,Fillies,1m4f,12,2412,2640,Soft,Turf,5485740,Le Combat Continue right,98386,Augustin Madamet right,9627,S Wattel right,5,p,5,3,9-0,144,145/10,15.5,95,,,CompletedRace,5,1,3,00:02:30.2500000,150.25,7/2,4.5,,257-36,"£19,087",19087,95,121,,338460,"Mme Genevieve Meunier, Elevage Des Vallons Et Al",De Treville,GB,Unguja,False,False,,,,False,,FR,
926068,Caen Tattoo Festival - Prix Luth Enchantee (Listed Race) (Fillies &amp; Mares) (Turf),252,Clairefontaine (FR),08/01/2026 16:35:00,Other,,Listed,,4yo+,Fillies,1m4f,12,2412,2640,Soft,Turf,5260585,Masaiya right,84951,Aurelien Lemaitre right,37548,Alicja Karkosa right,5,tp,4,7,9-0,144,144/10,15.4,97,,,CompletedRace,6,1.75,4.75,00:02:30.6875000,150.6875,7/2,4.5,,10-483,"£19,087",19087,97,118,,129412,Fedai Kahraman,Camelot,GB,Maysiyana,False,False,,,,False,,IRE,
926068,Caen Tattoo Festival - Prix Luth Enchantee (Listed Race) (Fillies &amp; Mares) (Turf),252,Clairefontaine (FR),08/01/2026 16:35:00,Other,,Listed,,4yo+,Fillies,1m4f,12,2412,2640,Soft,Turf,7457900,Understudy right,93579,Clement Lecoeuvre right,26118,F-H Graffard right,4,t,8,2,9-0,144,21/10F,3.1,97,,,CompletedRace,7,4.5,9.25,00:02:31.8125000,151.8125,4/1,5,,5462-2,"£19,087",19087,97,116,,355667,Resolute Bloodstock,Sea The Stars,IRE,Sequester,False,False,,80,,True,2,GB,
926068,Caen Tattoo Festival - Prix Luth Enchantee (Listed Race) (Fillies &amp; Mares) (Turf),252,Clairefontaine (FR),08/01/2026 16:35:00,Other,,Listed,,4yo+,Fillies,1m4f,12,2412,2640,Soft,Turf,5390059,Beauty Approach right,89262,Theo Bachelot right,33722,Miroslav Nieslanik right,6,,6,1,9-0,144,32/1,33,72,,,CompletedRace,8,9,18.25,00:02:34.0625000,154.0625,20/1,21,,14-655,"£19,087",19087,72,98,,246777,Dr Eva Nieslanikova,New Approach,IRE,Bargain Buy,False,False,,100,,True,,IRE,
925513,Secretariat Stakes (Grade 2) (Turf),603,Colonial Downs (USA),08/01/2026 21:22:00,Other,,(Grade 2),,3yo,None,1m½f,8.5,1709,1870,Firm,Turf,9609121,Supercharger right,92679,Manuel Franco right,34962,Cherie DeVaux right,3,b,3,3,8-6,134,16/5,4.2,,,,CompletedRace,1,0,0,00:01:41.2400000,101.24,,,,,,,,,,,,,,,,,,,,,,,
925513,Secretariat Stakes (Grade 2) (Turf),603,Colonial Downs (USA),08/01/2026 21:22:00,Other,,(Grade 2),,3yo,None,1m½f,8.5,1709,1870,Firm,Turf,7887284,Infiltrate right,93961,Tyler Gaffalione right,26181,Brendan P Walsh right,3,,6,6,8-6,134,99/10,10.9,,,,CompletedRace,2,0.5,0.5,00:01:41.3400000,101.34,,,,,,,,,,,,,,,,,,,,,,,
925513,Secretariat Stakes (Grade 2) (Turf),603,Colonial Downs (USA),08/01/2026 21:22:00,Other,,(Grade 2),,3yo,None,1m½f,8.5,1709,1870,Firm,Turf,7957228,Alpyland right,86588,Javier Castellano right,9011,Mark Casse right,3,,9,8,8-8,136,11/10F,2.1,,,,CompletedRace,3,0.3,0.75,00:01:41.3900000,101.39,,,,,,,,,,,,,,,,,,,,,,,
925513,Secretariat Stakes (Grade 2) (Turf),603,Colonial Downs (USA),08/01/2026 21:22:00,Other,,(Grade 2),,3yo,None,1m½f,8.5,1709,1870,Firm,Turf,8009392,Fuzzbuster right,10766,John R Velazquez right,14726,Victoria H Oliver right,3,,4,4,8-6,134,94/10,10.4,,,,CompletedRace,4,1.25,2,00:01:41.6400000,101.64,,,,,,,,,,,,,,,,,,,,,,,
925513,Secretariat Stakes (Grade 2) (Turf),603,Colonial Downs (USA),08/01/2026 21:22:00,Other,,(Grade 2),,3yo,None,1m½f,8.5,1709,1870,Firm,Turf,7913297,Turf Star right,93632,Jorge Ruiz right,12872,H Graham Motion right,3,b,1,1,8-6,134,146/10,15.6,,,,CompletedRace,5,0.5,2.5,00:01:41.7400000,101.74,,,,,,,,,,,,,,,,,,,,,,,
925513,Secretariat Stakes (Grade 2) (Turf),603,Colonial Downs (USA),08/01/2026 21:22:00,Other,,(Grade 2),,3yo,None,1m½f,8.5,1709,1870,Firm,Turf,8093642,Conducted right,87585,Paco Lopez right,36868,Jose Francisco D'Angelo right,3,,2,2,8-6,134,39/10,4.9,,,,CompletedRace,6,0.75,3.25,00:01:41.8900000,101.89,,,,,,,,,,,,,,,,,,,,,,,
925513,Secretariat Stakes (Grade 2) (Turf),603,Colonial Downs (USA),08/01/2026 21:22:00,Other,,(Grade 2),,3yo,None,1m½f,8.5,1709,1870,Firm,Turf,7882491,Street Beast right,92805,Brian Joseph Hernandez Jr right,28705,Ben Colebrook right,3,,7,7,8-6,134,157/10,16.7,,,,CompletedRace,7,2.5,5.75,00:01:42.3900000,102.39,,,,,,,,,,,,,,,,,,,,,,,
925513,Secretariat Stakes (Grade 2) (Turf),603,Colonial Downs (USA),08/01/2026 21:22:00,Other,,(Grade 2),,3yo,None,1m½f,8.5,1709,1870,Firm,Turf,8930899,Vino Solo right,104326,Jose E Vargas right,39687,Mario Roberto Lopez right,3,b,5,5,8-6,134,108/1,109,,,,CompletedRace,8,8.25,14,00:01:44.0400000,104.04,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,5719022,Gimme A Nother right,10766,John R Velazquez right,12872,H Graham Motion right,6,,9,7,8-10,138,8/5F,2.6,,,,CompletedRace,1,0,0,00:01:54.2800000,114.28,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,5884365,Achieve right,95664,Sonny Leon right,9011,Mark Casse right,4,,6,4,8-10,138,91/10,10.1,,,,CompletedRace,2,0.3,0.3,00:01:54.3400000,114.34,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,6188652,Somethinabouther right,93961,Tyler Gaffalione right,26181,Brendan P Walsh right,4,,3,1,8-10,138,122/10,13.2,,,,CompletedRace,3,0.3,0.5,00:01:54.3800000,114.38,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,7293757,Stellify right,92679,Manuel Franco right,18362,Brad H Cox right,5,,8,6,8-10,138,13/5,3.6,,,,CompletedRace,4,2,2.5,00:01:54.7800000,114.78,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,7374118,Fast Market right,101868,Samuel Marin right,14457,John Terranova II right,4,,11,8,8-10,138,29/1,30,,,,CompletedRace,5,2,4.5,00:01:55.1800000,115.18,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,8201008,Haute Diva right,100371,Keith J Asmussen right,1104,Patrick L Biancone right,3,,4,2,8-6,134,73/1,74,,,,CompletedRace,6,0.3,5,00:01:55.2800000,115.28,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,5289474,Way To Be Marie right,86588,Javier Castellano right,14456,Eddie Kenneally right,5,,12,9,8-10,138,79/10,8.9,,,,CompletedRace,7,2,7,00:01:55.6800000,115.68,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,5451454,Pin Up Betty right,94806,Mychel J Sanchez right,16548,Michael J Maker right,5,b,7,5,8-10,138,32/5,7.4,,,,CompletedRace,8,0.3,7.25,00:01:55.7300000,115.73,,,,,,,,,,,,,,,,,,,,,,,
925511,Beverly D Stakes (Grade 2) (Fillies &amp; Mares) (Turf),603,Colonial Downs (USA),08/01/2026 10:03:00,Other,,(Grade 2),,3yo+,Fillies,1m1½f,9.5,1910,2090,Firm,Turf,5320867,Crevalle d'Oro right,87585,Paco Lopez right,36868,Jose Francisco D'Angelo right,5,b,5,3,8-10,138,44/5,9.8,,,,CompletedRace,9,2.75,10,00:01:56.2800000,116.28,,,,,,,,,,,,,,,,,,,,,,,
925512,Arlington Million Stakes (Grade 1) (Turf),603,Colonial Downs (USA),08/01/2026 10:52:00,Other,,(Grade 1),,3yo+,None,1m2f,10,2010,2200,Firm,Turf,6790252,Burnham Square right,92805,Brian Joseph Hernandez Jr right,18041,Ian R Wilkes right,4,b,5,5,8-12,140,4/5F,1.8,,,,CompletedRace,1,0,0,00:02:00.8000000,120.8,5/2,3.5,49,2-2111,"£444,445",444445,,134,,221064,Whitham Thoroughbreds LLC,Liam's Map,USA,Linda,False,False,,,,False,,USA,"Progressive turf performer, thriving at present and still not fully exposed; completed hat-trick in Listed race at Churchill Downs (1m3f) last time, beating smart Chapman's Peak (who received 5lb) by a neck, pair clear; previously wide-margin winner over 1m4f of Grade 2 at Keeneland and Grade 3 at Churchill Downs; the coming force in this division and can prove himself at top level today."
925512,Arlington Million Stakes (Grade 1) (Turf),603,Colonial Downs (USA),08/01/2026 10:52:00,Other,,(Grade 1),,3yo+,None,1m2f,10,2010,2200,Firm,Turf,6283372,Gran Oriente right,87585,Paco Lopez right,25931,Saffie A Joseph Jr right,5,b,8,7,8-10,138,89/10,9.9,,,,CompletedRace,2,0.5,0.5,00:02:00.9000000,120.9,10/1,11,28,015111,"£444,445",444445,,130,,372522,"Epic Horses LLC, WSS Racing Et Al",Classic Empire,USA,Oresteia,False,False,,,,True,,CHI,"Chilean Grade 1 winner in 2025; very useful form to complete hat-trick outside graded events in USA (one at Santa Anita, two at Gulfstream); on latest start (second for current trainer) he justified favouritism by just over 1l in handicap at Gulfstream (8.5f) from stablemate Nemo; progressive and in excellent hands but needs to rediscover peak from former country if he's to contend."
925512,Arlington Million Stakes (Grade 1) (Turf),603,Colonial Downs (USA),08/01/2026 10:52:00,Other,,(Grade 1),,3yo+,None,1m2f,10,2010,2200,Firm,Turf,6537138,Dresden Row right,93961,Tyler Gaffalione right,10697,Todd Pletcher right,5,,1,1,8-10,138,77/10,8.7,,,,CompletedRace,3,0.05,0.5,00:02:00.9000000,120.9,7/1,8,35,31-113,"£444,445",444445,,131,,337689,Twin Oaks Bloodstock LLC,Lord Nelson,USA,Elle Special,False,False,,,,True,1,USA,"Smart and consistent type who has won three Grade 3s on Tapeta at Woodbine, including Autumn Stakes (1m1f) last November; showed himself just as good on turf (won allowance in May) when about 1l third to Lagynos in Grade 2 Wise Dan at Churchill Downs (8.5f) last time; best form at about 1m."
925512,Arlington Million Stakes (Grade 1) (Turf),603,Colonial Downs (USA),08/01/2026 10:52:00,Other,,(Grade 1),,3yo+,None,1m2f,10,2010,2200,Firm,Turf,8052901,Layabout right,100371,Keith J Asmussen right,1104,Patrick L Biancone right,4,,2,2,8-10,138,67/1,68,,,,CompletedRace,4,0.3,0.75,00:02:00.9500000,120.95,20/1,21,28,21-147,"£444,445",444445,,130,,361679,Kevin M Doyle,Laoban,USA,Batalla Sindical,False,False,,,,False,,USA,Grade 3 winner at Gulfstream Park (1m4f; good ride by David Egan) in January; better of two efforts since when fourth in Grade 3 on penultimate start but overall form leaves him plenty to find.
925512,Arlington Million Stakes (Grade 1) (Turf),603,Colonial Downs (USA),08/01/2026 10:52:00,Other,,(Grade 1),,3yo+,None,1m2f,10,2010,2200,Firm,Turf,3811115,Fort Washington right,86588,Javier Castellano right,1701,Claude R McGaughey III right,7,b,3,3,8-10,138,137/10,14.7,,,,CompletedRace,5,3,3.75,00:02:01.5500000,121.55,5/1,6,35,6-6417,"£444,445",444445,,133,,244486,Magic Cap Stables,War Front,USA,Azaelia,False,False,,,,False,,USA,"Last year's winner when he came off fast pace to beat Grand Sonata by half a length, with Integration close third; has struggled to reproduce that form, though did win Grade 3 Dinner Party Stakes (1m1f) at Laurel in May; respectable effort latest and maybe this track suits him, but on balance he looks opposable."
925512,Arlington Million Stakes (Grade 1) (Turf),603,Colonial Downs (USA),08/01/2026 10:52:00,Other,,(Grade 1),,3yo+,None,1m2f,10,2010,2200,Firm,Turf,6379976,Test Score right,92679,Manuel Franco right,12872,H Graham Motion right,4,b,6,6,9-0,144,7/2,4.5,,,,CompletedRace,6,0.2,4,00:02:01.6000000,121.6,9/2,5.5,56,13-182,"£444,445",444445,,134,,94288,Amerman Racing Stables LLC,Lookin At Lucky,USA,Joy Of Learning,False,False,,,,False,,USA,"Benefited from excellent ride from Manny Franco when winning Grade 1 Pegasus World Cup Turf Invitational at Gulfstream in January (1m1f, firm) by a neck; back to form when beaten half a length by Deterministic in Grade 1 Manhattan Stakes (9.5f) at Saratoga; best form at shorter than 1m2f but should get the trip."
925512,Arlington Million Stakes (Grade 1) (Turf),603,Colonial Downs (USA),08/01/2026 10:52:00,Other,,(Grade 1),,3yo+,None,1m2f,10,2010,2200,Firm,Turf,5307285,Integration right,10766,John R Velazquez right,1701,Claude R McGaughey III right,6,,4,4,8-10,138,23/5,5.6,,,,CompletedRace,7,21.75,25.75,00:02:05.9500000,125.95,4/1,5,56,23-315,"£444,445",444445,,133,,295364,West Point Thoroughbreds & Woodford Racing LLC,Quality Road,USA,Harmonize,False,False,,,,False,,USA,Six wins from 18 starts include Grade 2s in 2023 and 2024; largely consistent since (close third in this last year) and beaten just under 2l by Deterministic when fifth in Grade 1 Manhattan Stakes (9.5f) at Saratoga on last start; looks poised to make a bold bid.
926024,Aurie's Star Handicap (Group 3) (Handicap) (Turf),297,Flemington (AUS),08/01/2026 18:50:00,Other,,(Group 3),,2yo+,None,6f,6,1206,1320,Good,Turf,6940953,Boomtown Boss right,84932,Daniel Moor right,20536,Tony Gollan right,5,,6,1,8-7,135,12/1,13,96,,,CompletedRace,1,0,0,00:01:08.7300000,68.73,9/1,10,,523059,"£59,406",59406,96,,,366735,"Wessel Thoroughbreds, R H Morrison Et Al",Spirit Of Boom,AUS,Boomalicious,False,False,,,,True,,AUS,"Let-up (42-days). Performance just fair in the Eye Liner at Ipswich when went around $10. Since trialled at Caulfield Heath 16 Jul. Each way claims.    "
926024,Aurie's Star Handicap (Group 3) (Handicap) (Turf),297,Flemington (AUS),08/01/2026 18:50:00,Other,,(Group 3),,2yo+,None,6f,6,1206,1320,Good,Turf,5848798,Royal Insignia right,102992,Luke Cartwright right,9876,Grahame Begg right,5,,8,4,8-7,135,15/2,8.5,86,,,CompletedRace,2,0.4,0.4,00:01:08.8100000,68.81,20/1,21,,9-7562,"£59,406",59406,86,,,248724,Neville Begg OAM & Partners,Written Tycoon,AUS,Yau Chin,False,False,,,,False,,AUS,"Just missed in a crackerjack finish in the (Bm88) at Flemington over this trip. Can play a role.    "
926024,Aurie's Star Handicap (Group 3) (Handicap) (Turf),297,Flemington (AUS),08/01/2026 18:50:00,Other,,(Group 3),,2yo+,None,6f,6,1206,1320,Good,Turf,4662554,Arkansaw Kid right,81565,Mark Zahra right,40621,"Ben, Will &amp; JD Hayes right",6,,2,2,9-4,148,19/5,4.8,108,,,CompletedRace,3,1,1.5,00:01:09.0300000,69.03,7/2,4.5,,23-273,"£59,406",59406,108,,,343201,"Ms J McAlpine, Philippa Duncan Bloodstock Et Al",Harry Angel,IRE,Florabella,False,False,,,,False,,AUS,"First-up (18-weeks). Last prep was highlighted by a G1 placing. Proven fresh performer. Has form this track and distance and a nice weight drop. Worth a look.    "
926024,Aurie's Star Handicap (Group 3) (Handicap) (Turf),297,Flemington (AUS),08/01/2026 18:50:00,Other,,(Group 3),,2yo+,None,6f,6,1206,1320,Good,Turf,6069465,Ndola right,93047,Jye McNeil right,40621,"Ben, Will &amp; JD Hayes right",5,t,5,3,8-8,136,2/1F,3,99,,,CompletedRace,4,1.5,3,00:01:09.3300000,69.33,10/1,11,,-22131,"£59,406",59406,99,,,354341,"Lindsay Park Bloodstock Pty Ltd, P B Devitt Et Al",Justify,USA,Hear The Chant,False,False,,,,True,,AUS,"Turned on the speed and fended off challengers to narrowly prevail this course 4 Jul. Unbeaten at track and distance. Well placed for a repeat performance.    "
926024,Aurie's Star Handicap (Group 3) (Handicap) (Turf),297,Flemington (AUS),08/01/2026 18:50:00,Other,,(Group 3),,2yo+,None,6f,6,1206,1320,Good,Turf,5256283,Cote Atlantique right,86839,Declan Bates right,29581,Henry Dwyer right,5,b,4,6,8-9,137,8/1,9,100,,,CompletedRace,5,0.75,3.75,00:01:09.4800000,69.48,11/1,12,,-22206,"£59,406",59406,100,,,355809,"Seymour Bloodstock, B W James Et Al",Kodiac,GB,Liwa Palace,False,False,,,,True,,IRE,"Freshened. Not disgraced in soft going at Sunshine Coast. Switching to 1200m. Can challenge.    "
926024,Aurie's Star Handicap (Group 3) (Handicap) (Turf),297,Flemington (AUS),08/01/2026 18:50:00,Other,,(Group 3),,2yo+,None,6f,6,1206,1320,Good,Turf,3954893,Star Patrol right,81479,Craig Newitt right,16018,Clinton McDonald right,8,,3,7,8-10,138,4/1,5,101,,,CompletedRace,6,0.3,4,00:01:09.5300000,69.53,7/2,4.5,,0/230-,"£59,406",59406,101,,,375778,"J P M Ma, A K Y Leung & Mrs J R McGrath",Starspangledbanner,AUS,It's One,False,False,,,,True,,AUS,"Resuming (39-weeks). Very speedy type. Nabbed on the wire in Open company first-up last campaign while warmed up with a synthetic trial & winning a recent Cranbourne jump-out. Watch closely.    "
